date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-24,aviatrix,8.8879,10.0,0.88879,10.0,0.88879,1,8887.9
2025-01-24,ivanti,1.4662149999999998,181.0,0.16372,8.227272727272727,0.007441818181818182,22,1466.215
2025-01-24,microsoft,0.772007,1184.8,0.10181,7.31358024691358,0.0006284567901234568,162,772.007
2025-01-24,fortinet,0.414078,370.3,0.0484,7.121153846153846,0.0009307692307692308,52,414.078
2025-01-24,linux,0.290966,672.5,0.04757,6.113636363636363,0.00043245454545454544,110,290.966
2025-01-24,wavlink,0.27404,567.9,0.0298,9.15967741935484,0.0004806451612903226,62,274.04
2025-01-24,google,0.262336,606.4,0.03544,7.395121951219512,0.0004321951219512195,82,262.336
2025-01-24,oracle,0.223633,486.4,0.03764,5.860240963855421,0.00045349397590361445,83,223.633
2025-01-24,ibm,0.195301,371.7,0.03021,6.3,0.0005120338983050848,59,195.30100000000002
2025-01-24,code-projects,0.131332,222.0,0.0164,7.655172413793103,0.0005655172413793104,29,131.332
