date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-07,google,0.08728999999999999,203.0,0.01161,7.518518518518518,0.00043000000000000004,27,87.28999999999999
2025-01-07,code-projects,0.068445,152.1,0.009,7.6049999999999995,0.00045,20,68.44500000000001
2025-01-07,qualcomm,0.063104,140.9,0.00849,7.415789473684211,0.00044684210526315787,19,63.10399999999999
2025-01-07,linux,0.035508,80.7,0.00572,6.207692307692308,0.00044,13,35.507999999999996
2025-01-07,ibm,0.03493,68.9,0.00596,5.741666666666667,0.0004966666666666666,12,34.93
2025-01-07,optimizely,0.02322,54.0,0.00344,6.75,0.00043,8,23.220000000000002
2025-01-07,linuxfoundation,0.020984,48.8,0.00301,6.971428571428571,0.00043,7,20.983999999999998
2025-01-07,campcodes,0.01764,39.2,0.0018,9.8,0.00045,4,17.64
2025-01-07,dlink,0.016695,37.1,0.00315,5.3,0.00045,7,16.695
2025-01-07,wangl1989,0.016256,32.800000000000004,0.00197,8.200000000000001,0.0004925,4,16.256
