date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-27,aviatrix,8.8879,10.0,0.88879,10.0,0.88879,1,8887.9
2025-01-27,ivanti,1.4662149999999998,181.0,0.16372,8.227272727272727,0.007441818181818182,22,1466.215
2025-01-27,microsoft,0.7762640000000001,1190.2,0.10481,7.301840490797546,0.0006430061349693251,163,776.264
2025-01-27,fortinet,0.414078,370.3,0.0484,7.121153846153846,0.0009307692307692308,52,414.078
2025-01-27,ibm,0.295341,571.4,0.04557,6.348888888888888,0.0005063333333333334,90,295.341
2025-01-27,linux,0.290966,672.5,0.04757,6.113636363636363,0.00043245454545454544,110,290.966
2025-01-27,wavlink,0.27404,567.9,0.0298,9.15967741935484,0.0004806451612903226,62,274.04
2025-01-27,google,0.262336,606.4,0.03544,7.395121951219512,0.0004321951219512195,82,262.336
2025-01-27,oracle,0.223633,486.4,0.03764,5.860240963855421,0.00045349397590361445,83,223.633
2025-01-27,code-projects,0.131332,222.0,0.0164,7.655172413793103,0.0005655172413793104,29,131.332
