date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-30,aviatrix,8.8879,10.0,0.88879,10.0,0.88879,1,8887.9
2025-01-30,ivanti,1.4662149999999998,181.0,0.16372,8.227272727272727,0.007441818181818182,22,1466.215
2025-01-30,microsoft,0.808265,1209.9,0.11048,7.332727272727273,0.0006695757575757575,165,808.265
2025-01-30,fortinet,0.414078,370.3,0.0484,7.121153846153846,0.0009307692307692308,52,414.078
2025-01-30,ibm,0.370964,689.5,0.0563,6.3842592592592595,0.0005212962962962963,108,370.964
2025-01-30,apple,0.32207199999999997,648.6,0.048369999999999996,6.551515151515152,0.0004885858585858586,99,322.07199999999995
2025-01-30,google,0.32159,744.2,0.043179999999999996,7.442,0.0004318,100,321.59
2025-01-30,linux,0.290966,672.5,0.04757,6.113636363636363,0.00043245454545454544,110,290.966
2025-01-30,wavlink,0.27404,567.9,0.0298,9.15967741935484,0.0004806451612903226,62,274.04
2025-01-30,oracle,0.223633,486.4,0.03764,5.860240963855421,0.00045349397590361445,83,223.633
