date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-03,google,0.063425,147.5,0.00817,7.7631578947368425,0.00043,19,63.425
2025-01-03,code-projects,0.019799999999999998,44.0,0.0027,7.333333333333333,0.00045000000000000004,6,19.799999999999997
2025-01-03,dlink,0.016695,37.1,0.00315,5.3,0.00045,7,16.695
2025-01-03,kaoshifeng,0.009405,20.9,0.00135,6.966666666666666,0.00045000000000000004,3,9.405
2025-01-03,acronis,0.009330999999999999,21.7,0.00129,7.233333333333333,0.00043,3,9.331
2025-01-03,gvectors,0.006923,16.1,0.00086,8.05,0.00043,2,6.923
2025-01-03,givewp,0.006536,15.200000000000001,0.00086,7.6000000000000005,0.00043,2,6.5360000000000005
2025-01-03,anisha,0.00612,13.6,0.0009,6.8,0.00045,2,6.119999999999999
2025-01-03,presstigers,0.004214,9.8,0.00043,9.8,0.00043,1,4.2139999999999995
2025-01-03,analytify,0.004214,9.8,0.00043,9.8,0.00043,1,4.2139999999999995
