date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-01-04,google,0.063425,147.5,0.00817,7.7631578947368425,0.00043,19,63.425
2025-01-04,code-projects,0.040275,89.5,0.00585,6.884615384615385,0.00045,13,40.275
2025-01-04,optimizely,0.02322,54.0,0.00344,6.75,0.00043,8,23.220000000000002
2025-01-04,dlink,0.016695,37.1,0.00315,5.3,0.00045,7,16.695
2025-01-04,phpoffice,0.016254,37.800000000000004,0.00301,5.4,0.00043,7,16.254
2025-01-04,thoughtworks,0.012676999999999999,26.9,0.00188,6.725,0.00047,4,12.677
2025-01-04,kaoshifeng,0.009405,20.9,0.00135,6.966666666666666,0.00045000000000000004,3,9.405
2025-01-04,acronis,0.009330999999999999,21.7,0.00129,7.233333333333333,0.00043,3,9.331
2025-01-04,ibm,0.008735,18.6,0.00188,4.65,0.00047,4,8.735
2025-01-04,gvectors,0.006923,16.1,0.00086,8.05,0.00043,2,6.923
