date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-14,dtsearch,2.8517280000000005,8.8,0.32406,8.8,0.32406,1,2851.7280000000005
2025-08-14,rarlab,2.8517280000000005,8.8,0.32406,8.8,0.32406,1,2851.7280000000005
2025-08-14,nvidia,1.019293,156.2,0.10540000000000001,8.221052631578948,0.005547368421052632,19,1019.293
2025-08-14,microsoft,0.994055,823.0,0.13297,7.4818181818181815,0.0012088181818181818,110,994.0550000000001
2025-08-14,linksys,0.724296,160.4,0.08212,8.911111111111111,0.004562222222222222,18,724.296
2025-08-14,fortinet,0.488286,98.4,0.05253,7.028571428571429,0.003752142857142857,14,488.286
2025-08-14,dell,0.419018,50.0,0.043829999999999994,7.142857142857143,0.006261428571428571,7,419.01800000000003
2025-08-14,adobe,0.263779,480.7,0.03308,6.8671428571428565,0.00047257142857142853,70,263.779
2025-08-14,jvckenwood,0.24904400000000002,201.2,0.03583,6.937931034482758,0.0012355172413793104,29,249.044
2025-08-14,xwiki,0.189269,19.1,0.030969999999999998,6.366666666666667,0.010323333333333332,3,189.269
