date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-12,nvidia,1.1002640000000001,140.6,0.11348,8.270588235294117,0.006675294117647059,17,1100.2640000000001
2025-08-12,linksys,0.5905360000000001,160.4,0.06692000000000001,8.911111111111111,0.003717777777777778,18,590.5360000000001
2025-08-12,dell,0.419018,50.0,0.043829999999999994,7.142857142857143,0.006261428571428571,7,419.01800000000003
2025-08-12,jvckenwood,0.24904400000000002,201.2,0.03583,6.937931034482758,0.0012355172413793104,29,249.044
2025-08-12,adobe,0.150102,24.0,0.01536,8.0,0.00512,3,150.102
2025-08-12,squid-cache,0.11907,9.8,0.01215,9.8,0.01215,1,119.07
2025-08-12,freefloat,0.10829,19.6,0.01105,9.8,0.005525,2,108.28999999999999
2025-08-12,xuanshao,0.10005800000000001,9.8,0.01021,9.8,0.01021,1,100.058
2025-08-12,pybbs_project,0.084315,66.9,0.015889999999999998,5.1461538461538465,0.0012223076923076922,13,84.315
2025-08-12,thinkphp,0.074088,19.6,0.00756,9.8,0.00378,2,74.08800000000001
