date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-05,dell,0.21089300000000002,38.7,0.0223,7.74,0.00446,5,210.89300000000003
2025-08-05,squid-cache,0.09084600000000001,9.8,0.00927,9.8,0.00927,1,90.846
2025-08-05,commscope,0.059539,42.300000000000004,0.0065899999999999995,8.46,0.001318,5,59.539
2025-08-05,anisha,0.050613,162.0,0.00535,9.529411764705882,0.0003147058823529412,17,50.613
2025-08-05,alpsalpine,0.032412,51.6,0.00441,7.371428571428572,0.00063,7,32.412000000000006
2025-08-05,xtendify,0.030074999999999998,7.5,0.00401,7.5,0.00401,1,30.075
2025-08-05,vjinfotech,0.027984000000000002,17.6,0.0031799999999999997,8.8,0.0015899999999999998,2,27.984
2025-08-05,anysphere,0.023690000000000003,54.300000000000004,0.00259,9.05,0.0004316666666666666,6,23.69
2025-08-05,portabilis,0.019284,65.4,0.0038199999999999996,5.0307692307692315,0.0002938461538461538,13,19.284
2025-08-05,pybbs_project,0.016957,50.400000000000006,0.00337,5.040000000000001,0.000337,10,16.957
