date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-19,n-able,2.6364020000000004,16.6,0.31169,8.3,0.155845,2,2636.4020000000005
2025-08-19,trendmicro,1.857884,19.6,0.18958,9.8,0.09479,2,1857.884
2025-08-19,fortinet,1.783639,98.4,0.18517000000000003,7.028571428571429,0.013226428571428573,14,1783.639
2025-08-19,tenda,1.47631,114.60000000000001,0.15125,8.815384615384616,0.011634615384615384,13,1476.31
2025-08-19,microsoft,1.200636,823.0,0.16106,7.4818181818181815,0.0014641818181818182,110,1200.636
2025-08-19,linksys,0.9487200000000001,160.4,0.1076,8.911111111111111,0.005977777777777778,18,948.7200000000001
2025-08-19,totolink,0.8851890000000001,86.5,0.11427000000000001,7.863636363636363,0.010388181818181819,11,885.1890000000001
2025-08-19,nvidia,0.8027890000000001,156.2,0.08332,8.221052631578948,0.004385263157894737,19,802.7890000000001
2025-08-19,rarlab,0.5485040000000001,8.8,0.06233,8.8,0.06233,1,548.5040000000001
2025-08-19,dtsearch,0.5485040000000001,8.8,0.06233,8.8,0.06233,1,548.5040000000001
