date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-08-08,nvidia,0.855298,140.6,0.08821,8.270588235294117,0.005188823529411765,17,855.298
2025-08-08,dell,0.26087000000000005,50.0,0.02757,7.142857142857143,0.003938571428571428,7,260.87000000000006
2025-08-08,jvckenwood,0.195148,201.2,0.028059999999999998,6.937931034482758,0.0009675862068965516,29,195.148
2025-08-08,squid-cache,0.11907,9.8,0.01215,9.8,0.01215,1,119.07
2025-08-08,adobe,0.11475199999999999,24.0,0.01177,8.0,0.003923333333333333,3,114.752
2025-08-08,freefloat,0.088788,19.6,0.00906,9.8,0.00453,2,88.78800000000001
2025-08-08,thinkphp,0.05625200000000001,19.6,0.00574,9.8,0.00287,2,56.25200000000001
2025-08-08,anisha,0.052153000000000005,162.0,0.00554,9.529411764705882,0.00032588235294117644,17,52.153000000000006
2025-08-08,trendmicro,0.041748,19.6,0.00426,9.8,0.00213,2,41.748
2025-08-08,ibm,0.041553,54.5,0.00463,7.785714285714286,0.0006614285714285714,7,41.553
