scenario,num_days,total_episodes,att_reward_mean,def_reward_mean,win_rate,stab_episode_att,stab_episode_def,entropy_att_mean,entropy_def_mean,entropy_gap,q_att_max,q_att_min,q_def_max,q_def_min,best_att_strat,best_def_strat,topk_att_cov_final,topk_def_cov_final,att_def_reward_ratio,month,run_id,seed
R2,31,31000,1.4096882187062978,8.263660879018285,0.6721612903225807,,,1.0045373439265366,1.0697299225140615,-0.0651925785875251,2.723019209871482,0.7957936066414077,8.707339142253067,7.310198406337268,A5,D2,0.4316433143031802,0.5683566856968199,0.1705888273181132,august,4,23188
R2,31,31000,1.4568299814458654,8.203723654404524,0.6786774193548387,,,0.9890735029332308,1.0533526188429967,-0.0642791159097658,1.294627657268143,0.864506669028942,8.210354393103692,7.218369838616263,A3,D3,0.0,1.0,0.177581552331264,august,5,23189
R2,31,31000,1.437911943403203,8.231132472683564,0.6742258064516129,,,1.005956994094215,1.0592256710364634,-0.0532686769422483,2.19085287538522,0.5739986536657932,8.258010467387116,7.458337801751087,A5,D2,0.4316433143031802,0.5683566856968199,0.174691872372989,august,6,23190
R2,31,31000,1.437044883297983,8.235427606319844,0.6809354838709677,,,0.9524634993111084,1.0587353257647818,-0.1062718264536735,2.76337979781359,0.884542418782758,8.082687192285789,7.130609654290526,A5,D2,0.4316433143031802,0.5683566856968199,0.1744954788012706,august,7,23191
R2,31,31000,1.4080802289020595,8.269336598109453,0.6798709677419355,,,0.9145063823167686,1.06156417652646,-0.1470577942096914,1.316711191335232,0.8842127816216222,8.261366419096243,7.65756299153794,A3,D2,0.5683566856968199,0.4316433143031802,0.1702772903480524,august,8,23192
R2,31,31000,1.4459820358330728,8.223981301108116,0.6769032258064516,,,0.973994695508072,1.051875360706347,-0.0778806651982746,1.8853346482645943,0.7670542135451258,8.00942513712372,6.709893685346168,A5,D2,0.4316433143031802,0.5683566856968199,0.1758250636632938,august,9,23193
R2,31,31000,1.4897785361864573,8.186922911565377,0.6784516129032258,,,0.93261614193984,1.057821359710197,-0.1252052177703569,1.0697781016516434,0.8676270358056416,8.862442027435124,7.758881699209496,A3,D6,0.0,1.0,0.181970509833664,august,10,23194
R3,31,31000,0.7730492330067232,9.042649567693855,0.5744516129032258,,,1.3440313404301625,0.754632968544965,0.5893983718851973,0.5727489049537233,0.4945368963250963,9.727286045948574,7.565393295281425,A2,D5,0.0,1.0,0.0854892393230133,august,1,2633
R3,31,31000,0.7754060632094962,9.030821847363413,0.5808709677419355,,,1.3354732998548753,0.7404530529466239,0.5950202469082514,0.9522178308315196,0.4916209222457923,8.649689162679119,6.14787875969941,A4,D5,0.0,1.0,0.0858621813512885,august,2,2634
R3,31,31000,0.7445444870111243,9.053408791705458,0.5673548387096774,,,1.4136624520823615,0.7161073543243233,0.6975550977580383,0.9240772465100592,0.5369541023536825,8.74734668413759,6.638403286931156,A3,D3,0.0,1.0,0.0822391327002996,august,3,2635
R3,31,31000,0.7489555455116552,9.041320838892265,0.5726129032258065,,,1.3748098857118556,0.7577123414496769,0.6170975442621787,0.8652826146899132,0.4895587940669397,9.08013838368854,7.332085173442399,A4,D5,0.0,1.0,0.0828369614193911,august,4,2636
R3,31,31000,0.7554539611399362,9.033422331313046,0.5792258064516129,,,1.3686495581923774,0.8079371410146661,0.5607124171777114,1.3993749121804628,0.4883663792752153,9.194861065689755,6.679420101427049,A5,D2,0.4316433143031802,0.5683566856968199,0.0836287658688628,august,5,2637
R3,31,31000,0.7829649040995291,9.02396931558149,0.560741935483871,,,1.350266821127178,0.7476126648862955,0.6026541562408825,0.8867247813273195,0.5007840370136514,9.084168974289874,7.373309505061495,A4,D5,0.0,1.0,0.0867650228760863,august,6,2638
R3,31,31000,0.7609134204483995,9.050162706457243,0.5602903225806452,,,1.3250532956551713,0.7643712728541739,0.5606820228009973,1.261989025074193,0.4899735717513084,8.870275687284565,6.963906071844005,A5,D5,0.4316433143031802,0.5683566856968199,0.0840773193950968,august,7,2639
R3,31,31000,0.7940728868656799,9.010051859247518,0.5565806451612904,,,1.3628523612918115,0.7128105738530597,0.6500417874387519,1.0597698702145908,0.4643340163060419,9.44720724450814,7.223293000245007,A5,D5,0.4316433143031802,0.5683566856968199,0.0881318886140126,august,8,2640
R3,31,31000,0.7646675086108484,9.040164717656584,0.5731290322580646,,,1.3346572076793222,0.7337989632532793,0.6008582444260429,0.8643645641077513,0.3819036796218798,8.686327688953302,7.129132494828484,A4,D5,0.0,1.0,0.0845855725523846,august,9,2641
R3,31,31000,0.773247704057454,9.033191167354577,0.5678064516129032,,,1.3896878199455127,0.7681809014384745,0.6215069185070382,0.7813240051263368,0.5612228747453611,9.096640569325068,7.657219033019537,A3,D2,0.0,1.0,0.085600724011236,august,10,2642
