date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-07,totolink,4.058424,149.8,0.63252,6.51304347826087,0.02750086956521739,23,4058.4239999999995
2025-05-07,netgear,2.7075440000000004,137.20000000000002,0.27628,9.8,0.019734285714285715,14,2707.5440000000003
2025-05-07,linksys,1.076726,49.0,0.10987,9.8,0.021974,5,1076.726
2025-05-07,tenda,1.0461019999999999,191.20000000000002,0.15653999999999998,7.966666666666668,0.0065225,24,1046.1019999999999
2025-05-07,scripteo,0.9003,7.5,0.12004,7.5,0.12004,1,900.3
2025-05-07,rvc-project,0.37014600000000003,107.80000000000001,0.03777,9.8,0.0034336363636363635,11,370.146
2025-05-07,dlink,0.252805,143.5,0.02985,9.566666666666666,0.00199,15,252.805
2025-05-07,pcman,0.099666,225.4,0.01017,9.8,0.00044217391304347825,23,99.66600000000001
2025-05-07,phpgurukul,0.09460400000000001,309.6,0.009779999999999999,9.675,0.00030562499999999996,32,94.60400000000001
2025-05-07,linux,0.090863,348.4,0.015560000000000001,5.806666666666667,0.00025933333333333337,60,90.863
