date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-01,netgear,0.03704400000000001,58.800000000000004,0.0037800000000000004,9.8,0.00063,6,37.044000000000004
2025-05-01,phpgurukul,0.022792,84.2,0.00244,9.355555555555556,0.0002711111111111111,9,22.791999999999998
2025-05-01,spicethemes,0.022616000000000004,17.6,0.0025700000000000002,8.8,0.0012850000000000001,2,22.616000000000003
2025-05-01,pcman,0.019110000000000002,49.0,0.00195,9.8,0.00039,5,19.110000000000003
2025-05-01,tipsandtricks-hq,0.007098,18.2,0.00115,6.066666666666666,0.00038333333333333334,3,7.098
2025-05-01,cloudflare,0.006519,15.9,0.00082,7.95,0.00041,2,6.518999999999999
2025-05-01,a3rev,0.002916,8.1,0.00036,8.1,0.00036,1,2.9160000000000004
2025-05-01,projectopia,0.002754,8.1,0.00034,8.1,0.00034,1,2.754
2025-05-01,weplugins,0.002592,14.399999999999999,0.00054,4.8,0.00018,3,2.592
2025-05-01,sizeable,0.001856,6.4,0.00029,6.4,0.00029,1,1.856
