date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-22,netalertx,9.868146,18.6,1.07832,9.3,0.53916,2,9868.145999999999
2025-05-22,totolink,8.840755,529.9,1.32093,7.792647058823529,0.019425441176470586,68,8840.755
2025-05-22,invisioncommunity,7.8199,10.0,0.78199,10.0,0.78199,1,7819.9
2025-05-22,ivanti,5.991474,33.900000000000006,0.77079,8.475000000000001,0.1926975,4,5991.474
2025-05-22,srimax,5.247483,14.9,0.5964,7.45,0.2982,2,5247.483
2025-05-22,microsoft,3.03088,591.9,0.39829,7.492405063291139,0.005041645569620253,79,3030.8799999999997
2025-05-22,sysaid,2.421437,28.900000000000002,0.24999000000000002,9.633333333333335,0.08333,3,2421.437
2025-05-22,sap,1.338337,9.1,0.14707,9.1,0.14707,1,1338.3370000000002
2025-05-22,netgear,1.2676920000000003,157.8,0.12995,9.282352941176471,0.007644117647058824,17,1267.6920000000002
2025-05-22,tenda,1.1857119999999999,272.0,0.17176,8.0,0.005051764705882353,34,1185.712
