date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-12,totolink,4.0985439999999995,282.6,0.63757,7.436842105263159,0.016778157894736842,38,4098.544
2025-05-12,sysaid,2.4890110000000005,28.900000000000002,0.25697000000000003,9.633333333333335,0.08565666666666667,3,2489.0110000000004
2025-05-12,linksys,1.7353840000000003,49.0,0.17708,9.8,0.035415999999999996,5,1735.3840000000002
2025-05-12,netgear,1.4624540000000001,137.20000000000002,0.14923,9.8,0.010659285714285715,14,1462.4540000000002
2025-05-12,tenda,1.1557879999999998,207.5,0.16782,7.980769230769231,0.006454615384615384,26,1155.7879999999998
2025-05-12,scripteo,1.130625,7.5,0.15075,7.5,0.15075,1,1130.625
2025-05-12,dlink,0.6144390000000001,258.5,0.0669,9.574074074074074,0.002477777777777778,27,614.4390000000001
2025-05-12,rvc-project,0.49705600000000005,107.80000000000001,0.05072,9.8,0.004610909090909091,11,497.05600000000004
2025-05-12,cisco,0.12665200000000001,217.29999999999998,0.0171,6.7906249999999995,0.000534375,32,126.65200000000002
2025-05-12,phpgurukul,0.124908,378.20000000000005,0.01286,9.697435897435899,0.00032974358974358976,39,124.908
