date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-15,netalertx,9.239708,18.6,0.9974400000000001,9.3,0.49872000000000005,2,9239.708
2025-05-15,totolink,4.173531,343.40000000000003,0.64566,7.465217391304349,0.01403608695652174,46,4173.531
2025-05-15,microsoft,3.362351,584.1,0.43962,7.4884615384615385,0.005636153846153846,78,3362.3509999999997
2025-05-15,sysaid,2.421437,28.900000000000002,0.24999000000000002,9.633333333333335,0.08333,3,2421.437
2025-05-15,netgear,1.2265680000000003,137.20000000000002,0.12516,9.8,0.00894,14,1226.5680000000002
2025-05-15,tenda,1.162399,229.20000000000002,0.16898,7.903448275862069,0.0058268965517241375,29,1162.399
2025-05-15,scripteo,1.115025,7.5,0.14867,7.5,0.14867,1,1115.0249999999999
2025-05-15,fortinet,0.8961640000000001,15.100000000000001,0.09172999999999999,7.550000000000001,0.045864999999999996,2,896.1640000000001
2025-05-15,adobe,0.486132,305.9,0.05593,7.647499999999999,0.00139825,40,486.132
2025-05-15,rvc-project,0.47040000000000004,107.80000000000001,0.048,9.8,0.004363636363636364,11,470.40000000000003
