date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-11,totolink,4.0985439999999995,282.6,0.63757,7.436842105263159,0.016778157894736842,38,4098.544
2025-05-11,sysaid,2.4890110000000005,28.900000000000002,0.25697000000000003,9.633333333333335,0.08565666666666667,3,2489.0110000000004
2025-05-11,netgear,1.3702360000000002,137.20000000000002,0.13982,9.8,0.009987142857142858,14,1370.2360000000003
2025-05-11,linksys,1.3550460000000002,49.0,0.13827,9.8,0.027654,5,1355.0460000000003
2025-05-11,tenda,1.151446,207.5,0.16735,7.980769230769231,0.006436538461538461,26,1151.446
2025-05-11,scripteo,1.130625,7.5,0.15075,7.5,0.15075,1,1130.625
2025-05-11,dlink,0.5547430000000001,251.3,0.060660000000000006,9.665384615384616,0.0023330769230769234,26,554.743
2025-05-11,rvc-project,0.49705600000000005,107.80000000000001,0.05072,9.8,0.004610909090909091,11,497.05600000000004
2025-05-11,cisco,0.12665200000000001,217.29999999999998,0.0171,6.7906249999999995,0.000534375,32,126.65200000000002
2025-05-11,pcman,0.11495400000000001,225.4,0.01173,9.8,0.00051,23,114.95400000000001
