date,vendor,battlefield_value,cvss_sum,epss_sum,cvss_avg,epss_avg,n_cves,bf_value_x1000
2025-05-13,totolink,4.11641,282.6,0.63944,7.436842105263159,0.016827368421052633,38,4116.41
2025-05-13,sysaid,3.1601000000000004,28.900000000000002,0.32630000000000003,9.633333333333335,0.10876666666666668,3,3160.1000000000004
2025-05-13,linksys,1.7353840000000003,49.0,0.17708,9.8,0.035415999999999996,5,1735.3840000000002
2025-05-13,netgear,1.5008700000000004,137.20000000000002,0.15315,9.8,0.010939285714285716,14,1500.8700000000003
2025-05-13,tenda,1.165914,229.20000000000002,0.16918999999999998,7.903448275862069,0.005834137931034482,29,1165.914
2025-05-13,scripteo,1.130625,7.5,0.15075,7.5,0.15075,1,1130.625
2025-05-13,dlink,0.617575,258.5,0.06722,9.574074074074074,0.00248962962962963,27,617.5749999999999
2025-05-13,rvc-project,0.49705600000000005,107.80000000000001,0.05072,9.8,0.004610909090909091,11,497.05600000000004
2025-05-13,cisco,0.153433,217.29999999999998,0.02063,6.7906249999999995,0.0006446875,32,153.43300000000002
2025-05-13,phpgurukul,0.12657400000000002,378.20000000000005,0.01303,9.697435897435899,0.0003341025641025641,39,126.57400000000003
